ag,mod,predictedDurations,overtime,durations,actual_time,pmTechs,techType,server,batch,agRouting
TX_N_HOU_AIRLINE_E,FALSE,FALSE,0,100,0,TRUE,IEFS,tx_n_hou_airline_e_ist,101,TRUE
TX_N_HOU_PARKWEST_E,FALSE,FALSE,0,100,0,TRUE,IEFS,tx_n_hou_parkwest_e_ist,101,TRUE
TX_N_HOU_PRSDO_EST_E,FALSE,FALSE,0,100,0,TRUE,IEFS,tx_n_hou_prsdo_est_e_ist,101,TRUE
TX_SNAN_AUST_SOUTH_E,FALSE,FALSE,0,100,0,TRUE,IEFS,tx_snan_aust_south_e_ist,101,TRUE
TX_SNAN_NORTH_E,FALSE,FALSE,0,100,0,TRUE,IEFS,tx_snan_north_e_ist,101,TRUE
CA_LANO_FT_HILL_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_lano_ft_hill_e_ist,102,TRUE
CA_LASO_BALDWN_HLS_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_laso_baldwn_hls_e_ist,102,TRUE
CA_NCNV_MODESTO_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_ncnv_modesto_e_ist,102,TRUE
CA_NCNV_N_ROCKLIN_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_ncnv_n_rocklin_e_ist,102,TRUE
CA_NCNV_STKN_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_ncnv_stkn_e_ist,102,TRUE
CA_OR_FULLERTON_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_or_fullerton_e_ist,102,TRUE
CA_OR_ORANGE_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_or_orange_e_ist,102,TRUE
CA_RV_IN_EMP_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_rv_in_emp_e_ist,102,TRUE
CA_SBAY_NIMITZ_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_sbay_nimitz_e_ist,102,TRUE
CA_SNDG_CENTRAL_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_sndg_central_e_ist,102,TRUE
CA_SNDG_METRO_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_sndg_metro_e_ist,102,TRUE
FL_S_DADE_NRTHEAST_E,TRUE,FALSE,0,100,0,TRUE,IEFS,fl_s_dade_nrtheast_e_ist,101,TRUE
FL_S_DADE_WEST_E,TRUE,FALSE,0,100,0,TRUE,IEFS,fl_s_dade_west_e_ist,101,TRUE
FL_S_POMPANO_BEACH_E,TRUE,FALSE,0,100,0,TRUE,IEFS,fl_s_pompano_beach_e_ist,101,TRUE
KY_LOUISVILLE_EAST_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ky_louisville_east_e_ist,101,TRUE
KY_LOUISVILLE_WEST_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ky_louisville_west_e_ist,101,TRUE
MS_SOUTH_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ms_south_e_ist,101,TRUE
CA_LANO_HI_DESERT_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_lano_hi_desert_e_ist,102,TRUE
CA_LANO_LA_METRO_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_lano_la_metro_e_ist,102,TRUE
CA_LANO_SANGABRIEL_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_lano_sangabriel_e_ist,102,TRUE
CA_LANO_W_VALLEY_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_lano_w_valley_e_ist,102,TRUE
CA_LASO_GARDENA_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_laso_gardena_e_ist,102,TRUE
CA_OR_SOUTH_OC_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_or_south_oc_e_ist,102,TRUE
FL_EAST_DADE_T,TRUE,FALSE,0,100,0,FALSE,TFS,fl_east_dade_t_ist,101,TRUE
FL_INDIAN_RIVER_T,TRUE,FALSE,0,100,0,FALSE,TFS,fl_indian_river_t_ist,101,TRUE
FL_PALM_T,TRUE,FALSE,0,100,0,FALSE,TFS,fl_palm_t_ist,101,TRUE
TX_S_CENTRAL_HSTN_T,TRUE,FALSE,0,100,0,FALSE,TFS,tx_s_central_hstn_t_ist,102,TRUE
MI_DETROIT_T,TRUE,FALSE,0,100,0,FALSE,TFS,mi_detroit_t_ist,102,TRUE
IL_SOUTHERN_RURAL_T,TRUE,FALSE,0,100,0,FALSE,TFS,il_southern_rural_t_ist,102,FALSE
IL_STH_SUBURBAN_T,TRUE,FALSE,0,100,0,FALSE,TFS,il_sth_suburban_t_ist,102,FALSE
IN_INDIANAPOLIS_T,TRUE,FALSE,0,100,0,FALSE,TFS,in_indianapolis_t_ist,102,FALSE
IN_NORTH_T,TRUE,FALSE,0,100,0,FALSE,TFS,in_north_t_ist,101,FALSE
MI_GRAND_RAPIDS_T,TRUE,FALSE,0,100,0,FALSE,TFS,mi_grand_rapids_t_ist,102,FALSE
MI_LIVONIA_T,TRUE,FALSE,0,100,0,FALSE,TFS,mi_livonia_t_ist,102,TRUE
MI_OH_DOWNRIVER_T,TRUE,FALSE,0,100,0,FALSE,TFS,mi_oh_downriver_t_ist,102,FALSE
MI_TRI_CITIES_T,TRUE,FALSE,0,100,0,FALSE,TFS,mi_tri_cities_t_ist,102,FALSE
OH_AKRON_CANTON_T,TRUE,FALSE,0,100,0,FALSE,TFS,oh_akron_canton_t_ist,102,FALSE
OH_CLEVELAND_T,TRUE,FALSE,0,100,0,FALSE,TFS,oh_cleveland_t_ist,102,TRUE
TN_N_NSVL_NORTH_E,TRUE,FALSE,0,100,0,TRUE,IEFS,tn_n_nsvl_north_e_ist,102,FALSE
TN_NASHVILLE_T,TRUE,FALSE,0,100,0,FALSE,TFS,tn_nashville_t_ist,101,FALSE
TN_S_NSVL_SOUTH_E,TRUE,FALSE,0,100,0,TRUE,IEFS,tn_s_nsvl_south_e_ist,102,FALSE
WI_MILW_METRO_T,TRUE,FALSE,0,100,0,FALSE,TFS,wi_milw_metro_t_ist,101,FALSE
CA_CNT_BAKERSFLD_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_cnt_bakersfld_e_ist,102,FALSE
CA_CNT_STH_VALLEY_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_cnt_sth_valley_e_ist,102,FALSE
CA_COMPTON_T,TRUE,FALSE,0,100,0,FALSE,TFS,ca_compton_t_ist,102,FALSE
CA_CONCORD_T,TRUE,FALSE,0,100,0,FALSE,TFS,ca_concord_t_ist,102,FALSE
CA_DIABLO_T,TRUE,FALSE,0,100,0,FALSE,TFS,ca_diablo_t_ist,102,FALSE
CA_E_SAN_FRNDO_VLY_T,TRUE,FALSE,0,100,0,FALSE,TFS,ca_e_san_frndo_vly_t_ist,102,FALSE
CA_GARDENA_T,TRUE,FALSE,0,100,0,FALSE,TFS,ca_gardena_t_ist,102,FALSE
CA_LA_METRO_WEST_T,TRUE,FALSE,0,100,0,FALSE,TFS,ca_la_metro_west_t_ist,102,FALSE
CA_NCNV_FOLSOM_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_ncnv_folsom_e_ist,102,FALSE
CA_NCNV_SAC_NORTH_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_ncnv_sac_north_e_ist,102,FALSE
CA_ORANGE_CNTY_NTH_T,TRUE,FALSE,0,100,0,FALSE,TFS,ca_orange_cnty_nth_t_ist,102,FALSE
CA_ORANGE_CNTY_STH_T,TRUE,FALSE,0,100,0,FALSE,TFS,ca_orange_cnty_sth_t_ist,102,FALSE
CA_PENINSULA_NORTH_T,TRUE,FALSE,0,100,0,FALSE,TFS,ca_peninsula_north_t_ist,102,FALSE
CA_SAN_GABRIEL_T,TRUE,FALSE,0,100,0,FALSE,TFS,ca_san_gabriel_t_ist,102,FALSE
CA_SBAY_E_BAY_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_sbay_e_bay_e_ist,102,FALSE
CA_SBAY_NCOAST_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_sbay_ncoast_e_ist,102,FALSE
CA_SBAY_SAN_FRAN_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_sbay_san_fran_e_ist,102,FALSE
CA_SBAY_SILICON_VY_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_sbay_silicon_vy_e_ist,102,FALSE
CA_SBAY_SOUTH_BAY_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_sbay_south_bay_e_ist,102,FALSE
CA_SNDG_CENTRAL_T,TRUE,FALSE,0,100,0,FALSE,TFS,ca_sndg_central_t_ist,102,FALSE
CA_SNDG_NORTH_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_sndg_north_e_ist,102,FALSE
CA_SNDG_NORTH_T,TRUE,FALSE,0,100,0,FALSE,TFS,ca_sndg_north_t_ist,102,FALSE
CA_SNDG_SOUTH_T,TRUE,FALSE,0,100,0,FALSE,TFS,ca_sndg_south_t_ist,102,FALSE
CA_SNDG_SOUTHEAST_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_sndg_southeast_e_ist,102,FALSE
CA_YOSEMITE_GATEWY_T,TRUE,FALSE,0,100,0,FALSE,TFS,ca_yosemite_gatewy_t_ist,102,FALSE
FL_CENTRAL_T,TRUE,FALSE,0,100,0,FALSE,TFS,fl_central_t_ist,101,FALSE
FL_COASTAL_T,TRUE,FALSE,0,100,0,FALSE,TFS,fl_coastal_t_ist,101,FALSE
FL_NORTH_BROWARD_T,TRUE,FALSE,0,100,0,FALSE,TFS,fl_north_broward_t_ist,101,FALSE
IL_CHCG_METRO_NTH_T,TRUE,FALSE,0,100,0,FALSE,TFS,il_chcg_metro_nth_t_ist,102,FALSE
IL_NORTH_T,TRUE,FALSE,0,100,0,FALSE,TFS,il_north_t_ist,102,FALSE
IL_OUTSTATE_T,TRUE,FALSE,0,100,0,FALSE,TFS,il_outstate_t_ist,102,FALSE
IN_IL_CHCG_SOUTH_T,TRUE,FALSE,0,100,0,FALSE,TFS,in_il_chcg_south_t_ist,102,FALSE
IN_IPLS_NORTH_EAST_E,TRUE,FALSE,0,100,0,TRUE,IEFS,in_ipls_north_east_e_ist,101,FALSE
IN_SOUTH_T,TRUE,FALSE,0,100,0,FALSE,TFS,in_south_t_ist,101,FALSE
KY_EAST_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ky_east_e_ist,101,FALSE
KY_WEST_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ky_west_e_ist,101,FALSE
LA_NEW_ORLEANS_T,TRUE,FALSE,0,100,0,FALSE,TFS,la_new_orleans_t_ist,101,FALSE
MI_DETROIT_EAST_E,TRUE,FALSE,0,100,0,TRUE,IEFS,mi_detroit_east_e_ist,101,FALSE
MI_IN_LAKESHORE_T,TRUE,FALSE,0,100,0,FALSE,TFS,mi_in_lakeshore_t_ist,102,FALSE
NC_ASHEVILLE_MTNS_E,TRUE,FALSE,0,100,0,TRUE,IEFS,nc_asheville_mtns_e_ist,101,FALSE
NC_GREENSBORO_E,TRUE,FALSE,0,100,0,TRUE,IEFS,nc_greensboro_e_ist,101,FALSE
OH_CLEVELAND_WEST_T,TRUE,FALSE,0,100,0,FALSE,TFS,oh_cleveland_west_t_ist,102,FALSE
OH_COLUMBUS_T,TRUE,FALSE,0,100,0,FALSE,TFS,oh_columbus_t_ist,101,FALSE
OH_DAYTON_T,TRUE,FALSE,0,100,0,FALSE,TFS,oh_dayton_t_ist,101,FALSE
OH_INDIANA_SOUTH_E,TRUE,FALSE,0,100,0,TRUE,IEFS,oh_indiana_south_e_ist,101,FALSE
OH_SOUTHWEST_E,TRUE,FALSE,0,100,0,TRUE,IEFS,oh_southwest_e_ist,101,FALSE
OK_TULSA_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ok_tulsa_e_ist,102,FALSE
TN_CHAT_E,TRUE,FALSE,0,100,0,TRUE,IEFS,tn_chat_e_ist,102,FALSE
TX_N_CENTRAL_HSTN_T,TRUE,FALSE,0,100,0,FALSE,TFS,tx_n_central_hstn_t_ist,101,FALSE
WI_MI_OUTSTATE_T,TRUE,FALSE,0,100,0,FALSE,TFS,wi_mi_outstate_t_ist,101,FALSE
WI_MILWAUKEE_NTH_E,TRUE,FALSE,0,100,0,TRUE,IEFS,wi_milwaukee_nth_e_ist,102,FALSE
WI_MILWAUKEE_STH_E,TRUE,FALSE,0,100,0,TRUE,IEFS,wi_milwaukee_sth_e_ist,102,FALSE
AL_BIRMINGHAM_T,TRUE,FALSE,0,100,0,FALSE,TFS,al_birmingham_t_ist,102,FALSE
AL_FL_COAST_T,TRUE,FALSE,0,100,0,FALSE,TFS,al_fl_coast_t_ist,102,FALSE
CA_CENTRAL_COAST_T,TRUE,FALSE,0,100,0,FALSE,TFS,ca_central_coast_t_ist,102,FALSE
CA_CNT_FRESNO_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_cnt_fresno_e_ist,102,FALSE
CA_CNT_MONTEREY_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_cnt_monterey_e_ist,102,FALSE
CA_INLAND_EMPIRE_T,TRUE,FALSE,0,100,0,FALSE,TFS,ca_inland_empire_t_ist,102,FALSE
CA_NAPA_T,TRUE,FALSE,0,100,0,FALSE,TFS,ca_napa_t_ist,102,FALSE
CA_NCNV_NORTH_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_ncnv_north_e_ist,102,FALSE
CA_NCNV_NV_NEVADA_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_ncnv_nv_nevada_e_ist,102,FALSE
CA_NORTH_COUNTIES_T,TRUE,FALSE,0,100,0,FALSE,TFS,ca_north_counties_t_ist,102,FALSE
CA_NORTH_VALLEY_T,TRUE,FALSE,0,100,0,FALSE,TFS,ca_north_valley_t_ist,102,FALSE
CA_REDWOOD_T,TRUE,FALSE,0,100,0,FALSE,TFS,ca_redwood_t_ist,102,FALSE
CA_SBAY_DELTA_E,TRUE,FALSE,0,100,0,TRUE,IEFS,ca_sbay_delta_e_ist,102,FALSE
CA_SEQUOIA_T,TRUE,FALSE,0,100,0,FALSE,TFS,ca_sequoia_t_ist,102,FALSE
CA_W_SAN_FRNDO_VLY_T,TRUE,FALSE,0,100,0,FALSE,TFS,ca_w_san_frndo_vly_t_ist,102,FALSE
FL_SOUTH_BROWARD_T,TRUE,FALSE,0,100,0,FALSE,TFS,fl_south_broward_t_ist,101,FALSE
GA_EAST_T,TRUE,FALSE,0,100,0,FALSE,TFS,ga_east_t_ist,101,FALSE
GA_NORTHEAST_T,TRUE,FALSE,0,100,0,FALSE,TFS,ga_northeast_t_ist,101,FALSE
GA_NORTHWEST_T,TRUE,FALSE,0,100,0,FALSE,TFS,ga_northwest_t_ist,101,FALSE
GA_SOUTH_T,TRUE,FALSE,0,100,0,FALSE,TFS,ga_south_t_ist,102,FALSE
GA_SOUTHWEST_T,TRUE,FALSE,0,100,0,FALSE,TFS,ga_southwest_t_ist,102,FALSE
IN_IPLS_CENTRAL_E,TRUE,FALSE,0,100,0,TRUE,IEFS,in_ipls_central_e_ist,102,FALSE
IN_OUTSTATE_NORTH_E,TRUE,FALSE,0,100,0,TRUE,IEFS,in_outstate_north_e_ist,102,FALSE
KY_EAST_T,TRUE,FALSE,0,100,0,FALSE,TFS,ky_east_t_ist,102,FALSE
KY_LOUISVILLE_T,TRUE,FALSE,0,100,0,FALSE,TFS,ky_louisville_t_ist,102,FALSE
KY_WEST_T,TRUE,FALSE,0,100,0,FALSE,TFS,ky_west_t_ist,102,FALSE
LA_BATON_ROUGE_T,TRUE,FALSE,0,100,0,FALSE,TFS,la_baton_rouge_t_ist,102,FALSE
LA_NORTH_SHORE_T,TRUE,FALSE,0,100,0,FALSE,TFS,la_north_shore_t_ist,102,FALSE
LA_SOUTH_T,TRUE,FALSE,0,100,0,FALSE,TFS,la_south_t_ist,102,FALSE
LA_WEST_N_ORLEANS_T,TRUE,FALSE,0,100,0,FALSE,TFS,la_west_n_orleans_t_ist,102,FALSE
MI_DETROIT_WEST_E,TRUE,FALSE,0,100,0,TRUE,IEFS,mi_detroit_west_e_ist,102,FALSE
MI_MIDTOWN_E,TRUE,FALSE,0,100,0,TRUE,IEFS,mi_midtown_e_ist,102,FALSE
MI_S_METRO_E,TRUE,FALSE,0,100,0,TRUE,IEFS,mi_s_metro_e_ist,102,FALSE
MI_UNIVERSTY_E,TRUE,FALSE,0,100,0,TRUE,IEFS,mi_universty_e_ist,102,FALSE
MS_SOUTH_T,TRUE,FALSE,0,100,0,FALSE,TFS,ms_south_t_ist,102,FALSE
NC_CHARLOTTE_CNTRL_T,TRUE,FALSE,0,100,0,FALSE,TFS,nc_charlotte_cntrl_t_ist,102,FALSE
NC_GRNSBORO_CNTRL_T,TRUE,FALSE,0,100,0,FALSE,TFS,nc_grnsboro_cntrl_t_ist,102,FALSE
NC_SC_EAST_COASTAL_T,TRUE,FALSE,0,100,0,FALSE,TFS,nc_sc_east_coastal_t_ist,102,FALSE
NC_WEST_T,TRUE,FALSE,0,100,0,FALSE,TFS,nc_west_t_ist,102,FALSE
OH_CENTRAL_E,TRUE,FALSE,0,100,0,TRUE,IEFS,oh_central_e_ist,102,FALSE
OH_NORTHWEST_E,TRUE,FALSE,0,100,0,TRUE,IEFS,oh_northwest_e_ist,102,FALSE
SC_UPSTATE_T,TRUE,FALSE,0,100,0,FALSE,TFS,sc_upstate_t_ist,101,FALSE
TN_CO_CHATTANOOGA_T,TRUE,FALSE,0,100,0,FALSE,TFS,tn_co_chattanooga_t_ist,102,FALSE
TN_KNOXVILLE_E,TRUE,FALSE,0,100,0,TRUE,IEFS,tn_knoxville_e_ist,102,FALSE
TN_KNOXVILLE_T,TRUE,FALSE,0,100,0,FALSE,TFS,tn_knoxville_t_ist,102,FALSE
TN_MEMPHIS_SOUTH_E,TRUE,FALSE,0,100,0,TRUE,IEFS,tn_memphis_south_e_ist,102,FALSE
TN_MEMPHIS_T,TRUE,FALSE,0,100,0,FALSE,TFS,tn_memphis_t_ist,102,FALSE
TN_N_MEMPH_JACKSON_E,TRUE,FALSE,0,100,0,TRUE,IEFS,tn_n_memph_jackson_e_ist,102,FALSE
TN_WST_MIDDLE_TN_T,TRUE,FALSE,0,100,0,FALSE,TFS,tn_wst_middle_tn_t_ist,102,FALSE
WI_NORTHWEST_E,TRUE,FALSE,0,100,0,TRUE,IEFS,wi_northwest_e_ist,102,FALSE
AL_CENTRAL_T,TRUE,FALSE,0,100,0,FALSE,TFS,al_central_t_ist,102,FALSE
AL_NORTH_T,TRUE,FALSE,0,100,0,FALSE,TFS,al_north_t_ist,102,FALSE
AR_CENTRAL_T,TRUE,FALSE,0,100,0,FALSE,TFS,ar_central_t_ist,102,FALSE
FL_NORTH_T,TRUE,FALSE,0,100,0,FALSE,TFS,fl_north_t_ist,101,FALSE
FL_SOUTH_DADE_KEYS_T,TRUE,FALSE,0,100,0,FALSE,TFS,fl_south_dade_keys_t_ist,101,FALSE
GA_SOUTHEAST_T,TRUE,FALSE,0,100,0,FALSE,TFS,ga_southeast_t_ist,102,FALSE
KS_EAST_T,FALSE,FALSE,0,100,0,FALSE,TFS,ks_east_t_ist,101,FALSE
KS_MO_KCY_NORTH_E,FALSE,FALSE,0,100,0,TRUE,IEFS,ks_mo_kcy_north_e_ist,101,FALSE
KS_MO_KCY_SOUTH_E,FALSE,FALSE,0,100,0,TRUE,IEFS,ks_mo_kcy_south_e_ist,101,FALSE
KS_TOPEKA_E,FALSE,FALSE,0,100,0,TRUE,IEFS,ks_topeka_e_ist,101,FALSE
KS_WEST_T,FALSE,FALSE,0,100,0,FALSE,TFS,ks_west_t_ist,101,FALSE
KS_WICHITA_E,FALSE,FALSE,0,100,0,TRUE,IEFS,ks_wichita_e_ist,101,FALSE
LA_NORTHEAST_T,TRUE,FALSE,0,100,0,FALSE,TFS,la_northeast_t_ist,102,FALSE
LA_NORTHWEST_T,TRUE,FALSE,0,100,0,FALSE,TFS,la_northwest_t_ist,102,FALSE
MO_KSCY_SOUTHEAST_T,FALSE,FALSE,0,100,0,FALSE,TFS,mo_kscy_southeast_t_ist,101,FALSE
MO_S_EST_AR_N_EST_T,FALSE,FALSE,0,100,0,FALSE,TFS,mo_s_est_ar_n_est_t_ist,101,FALSE
MO_ST_LOUIS_NORTH_T,FALSE,FALSE,0,100,0,FALSE,TFS,mo_st_louis_north_t_ist,101,FALSE
MO_STLS_SOUTH_E,FALSE,FALSE,0,100,0,TRUE,IEFS,mo_stls_south_e_ist,101,FALSE
MS_NORTH_T,TRUE,FALSE,0,100,0,FALSE,TFS,ms_north_t_ist,101,FALSE
MS_SOUTHEAST_T,TRUE,FALSE,0,100,0,FALSE,TFS,ms_southeast_t_ist,102,FALSE
NV_CA_NEVADA_T,TRUE,FALSE,0,100,0,FALSE,TFS,nv_ca_nevada_t_ist,102,FALSE
OK_EAST_T,FALSE,FALSE,0,100,0,FALSE,TFS,ok_east_t_ist,101,FALSE
OK_OKCY_SOUTH_E,FALSE,FALSE,0,100,0,TRUE,IEFS,ok_okcy_south_e_ist,101,FALSE
SC_MIDLANDS_T,TRUE,FALSE,0,100,0,FALSE,TFS,sc_midlands_t_ist,102,FALSE
TX_ARLINGTON_SOUTH_T,FALSE,FALSE,0,100,0,FALSE,TFS,tx_arlington_south_t_ist,101,FALSE
TX_AUSTIN_WACO_T,FALSE,FALSE,0,100,0,FALSE,TFS,tx_austin_waco_t_ist,101,FALSE
TX_CORPUS_CHRISTI_E,FALSE,FALSE,0,100,0,TRUE,IEFS,tx_corpus_christi_e_ist,101,FALSE
TX_DLLS_EAST_E,FALSE,FALSE,0,100,0,TRUE,IEFS,tx_dlls_east_e_ist,101,FALSE
TX_DLLS_NORTH_E,FALSE,FALSE,0,100,0,TRUE,IEFS,tx_dlls_north_e_ist,101,FALSE
TX_ELPS_WS_CENTRAL_T,FALSE,FALSE,0,100,0,FALSE,TFS,tx_elps_ws_central_t_ist,101,FALSE
TX_FT_WORTH_MAIN_T,FALSE,FALSE,0,100,0,FALSE,TFS,tx_ft_worth_main_t_ist,101,FALSE
TX_FTWO_SOUTHWEST_E,FALSE,FALSE,0,100,0,TRUE,IEFS,tx_ftwo_southwest_e_ist,101,FALSE
TX_HARLINGEN_E,FALSE,FALSE,0,100,0,TRUE,IEFS,tx_harlingen_e_ist,101,FALSE
TX_LRDO_EAGLE_PASS_T,FALSE,FALSE,0,100,0,FALSE,TFS,tx_lrdo_eagle_pass_t_ist,101,FALSE
TX_N_HOU_ALMDA_EST_E,FALSE,FALSE,0,100,0,TRUE,IEFS,tx_n_hou_almda_est_e_ist,101,FALSE
TX_N_HOU_ALMEDA_E,FALSE,FALSE,0,100,0,TRUE,IEFS,tx_n_hou_almeda_e_ist,101,FALSE
TX_N_HOU_MUESHKE_E,FALSE,FALSE,0,100,0,TRUE,IEFS,tx_n_hou_mueshke_e_ist,101,FALSE
TX_N_HOU_PRSDO_WST_E,FALSE,FALSE,0,100,0,TRUE,IEFS,tx_n_hou_prsdo_wst_e_ist,101,FALSE
TX_N_HOU_SPRING_E,FALSE,FALSE,0,100,0,TRUE,IEFS,tx_n_hou_spring_e_ist,101,FALSE
TX_NO_SNAN_SO_AUST_T,FALSE,FALSE,0,100,0,FALSE,TFS,tx_no_snan_so_aust_t_ist,101,FALSE
TX_NORTH_DALLAS_T,FALSE,FALSE,0,100,0,FALSE,TFS,tx_north_dallas_t_ist,101,FALSE
TX_NORTHEAST_HSTN_T,FALSE,FALSE,0,100,0,FALSE,TFS,tx_northeast_hstn_t_ist,101,FALSE
TX_NORTHWEST_HSTN_T,FALSE,FALSE,0,100,0,FALSE,TFS,tx_northwest_hstn_t_ist,101,FALSE
