ag,capacity,date,geoGrp,latitude,longitude,lunchDur,lunchEnd,lunchStart,scheduleEnd,scheduleStart,technicianId,timeZone
IL_NORTH_T,270.0,2019-06-07,TFS_IL_ROCKFORD_T,42.330104,-89.036007,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T15:30:00.000Z,SD1294,CENTRAL
IL_NORTH_T,270.0,2019-06-07,TFS_IL_ROCKFORD_T,42.330104,-89.036007,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T15:30:00.000Z,JP1854,CENTRAL
IL_NORTH_T,450.0,2019-06-07,TFS_IL_MCHENRY_T,42.3164,-88.2869,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T13:00:00.000Z,LB1425,CENTRAL
IL_NORTH_T,450.0,2019-06-07,TFS_IL_MCHENRY_T,42.3164,-88.2869,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T13:00:00.000Z,MK2491,CENTRAL
IL_NORTH_T,450.0,2019-06-07,TFS_IL_QUADS_T,41.437876,-90.586644,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T13:00:00.000Z,JK1641,CENTRAL
IL_NORTH_T,450.0,2019-06-07,TFS_IL_MCHENRY_T,42.3164,-88.2869,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T13:00:00.000Z,AG1876,CENTRAL
IL_NORTH_T,210.0,2019-06-07,TFS_IL_MCHENRY_T,42.3164,-88.2869,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T17:00:00.000Z,DH2546,CENTRAL
IL_NORTH_T,450.0,2019-06-07,TFS_IL_QUADS_T,41.437876,-90.586644,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T13:00:00.000Z,ML2343,CENTRAL
IL_NORTH_T,450.0,2019-06-07,TFS_IL_BUFFALO_GROVE_T,42.178794,-87.947053,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T13:00:00.000Z,AW1349,CENTRAL
IL_NORTH_T,450.0,2019-06-07,TFS_IL_DUNDEE_T,42.090451,-88.242887,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T13:00:00.000Z,DM1717,CENTRAL
IL_NORTH_T,450.0,2019-06-07,TFS_IL_DUNDEE_T,42.090451,-88.242887,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T13:00:00.000Z,CC9792,CENTRAL
IL_NORTH_T,450.0,2019-06-07,TFS_IL_DUNDEE_T,42.090451,-88.242887,30,2019-06-07T18:00:00.000Z,2019-06-07T16:00:00.000Z,2019-06-07T21:30:00.000Z,2019-06-07T13:00:00.000Z,DG1989,CENTRAL
